customer_id,age,region,plan,monthly_fee,months_active,usage_hours,support_tickets,failed_payments,churn
CUST_001021,45,North,Basic,26.73,41,29.13,0,0,0
CUST_001022,45,North,Standard,61.84,10,33.94,0,0,1
CUST_001023,46,West,Basic,36.86,29,34.03,1,0,0
CUST_001024,49,West,Basic,32.48,23,26.24,1,0,0
CUST_001025,18,West,Standard,65.03,12,15.85,0,0,1
CUST_001026,36,West,Basic,35.45,53,14.21,0,0,0
CUST_001027,18,South,Basic,24.81,32,19.65,2,1,0
CUST_001028,41,Central,Basic,32.1,19,59.73,0,0,0
CUST_001029,41,West,Standard,64.88,10,30.75,0,0,0
CUST_001030,55,West,Basic,27.72,30,36.32,0,0,0
CUST_001031,56,West,Basic,25.95,34,23.07,0,0,0
CUST_001032,44,South,Basic,32.55,22,25.1,1,0,0
CUST_001033,34,South,Standard,52.49,20,20.26,0,0,0
CUST_001034,47,East,Basic,24.46,32,37.15,0,1,0
CUST_001035,34,North,Basic,26.57,19,23.51,1,1,0
CUST_001036,41,East,Premium,102.15,11,50.91,0,1,0
CUST_001037,54,North,Premium,100.99,6,7.43,1,0,0
CUST_001038,34,North,Basic,35.06,19,39.35,0,0,0
CUST_001039,51,Central,Basic,25.29,6,14.07,3,0,0
CUST_001040,50,West,Basic,25.02,34,18.36,1,1,0
CUST_001041,29,East,Standard,62.52,19,51.61,0,0,0
CUST_001042,54,South,Basic,25.91,38,48.35,1,0,0
CUST_001043,50,East,Premium,96.88,24,39.85,0,1,0
CUST_001044,42,Central,Standard,50.62,29,54.21,0,1,0
CUST_001045,31,West,Standard,61.35,12,21.76,2,1,1
CUST_001046,30,East,Basic,37.61,18,21.67,0,0,1
CUST_001047,34,East,Premium,94.75,24,74.1,2,0,0
CUST_001048,48,South,Standard,65.01,22,10.33,2,1,0
CUST_001049,29,West,Standard,59.6,22,42.3,0,0,0
CUST_001050,47,Central,Basic,21.07,9,23.89,0,0,0
CUST_001051,25,East,Standard,55.43,4,33.84,1,0,1
CUST_001052,38,East,Standard,55.12,8,31.49,3,0,1
CUST_001053,42,East,Premium,98.32,1,38.93,0,0,0
CUST_001054,73,East,Standard,62.0,4,26.76,1,1,1
CUST_001055,23,Central,Standard,69.14,25,36.15,1,0,0
CUST_001056,60,West,Basic,22.74,17,35.47,1,0,0
CUST_001057,43,South,Standard,57.48,11,24.75,0,0,0
CUST_001058,46,East,Premium,95.42,16,33.84,2,1,1
CUST_001059,43,East,Standard,53.56,3,32.29,0,0,1
CUST_001060,47,North,Basic,30.38,19,46.08,2,0,0
CUST_001061,39,East,Basic,29.91,7,9.13,1,0,0
CUST_001062,60,West,Standard,50.83,44,18.44,2,0,0
CUST_001063,35,West,Premium,99.99,30,90.28,1,1,0
CUST_001064,56,South,Basic,23.87,28,34.4,1,0,0
CUST_001065,33,West,Basic,29.96,22,33.48,0,0,0
CUST_001066,40,West,Premium,106.25,32,115.53,0,0,0
CUST_001067,27,South,Standard,62.22,19,38.0,1,0,0
CUST_001068,47,West,Basic,30.79,10,19.65,0,1,0
CUST_001069,60,West,Basic,27.26,29,7.71,2,0,0
CUST_001070,40,West,Basic,30.23,39,25.49,0,1,0
CUST_001071,38,North,Basic,32.72,9,26.48,1,0,1
CUST_001072,27,South,Standard,62.22,5,47.2,0,1,0
CUST_001073,38,East,Standard,59.4,63,51.47,2,1,0
CUST_001074,20,North,Standard,60.99,48,43.25,1,0,0
CUST_001075,29,East,Standard,53.32,20,54.97,0,0,0
CUST_001076,44,West,Basic,26.23,2,28.06,1,1,0
CUST_001077,58,North,Basic,33.44,24,11.92,0,0,0
CUST_001078,78,East,Basic,34.11,72,24.51,0,1,0
CUST_001079,33,Central,Basic,30.37,32,24.61,0,0,0
CUST_001080,60,East,Standard,67.29,30,34.53,3,0,0
CUST_001081,44,East,Basic,32.44,19,47.93,1,1,0
CUST_001082,39,East,Standard,58.73,28,31.68,0,1,1
CUST_001083,47,South,Basic,23.8,31,27.81,1,0,0
CUST_001084,42,North,Basic,37.09,23,90.0,1,1,0
CUST_001085,42,West,Basic,33.75,17,15.85,1,0,0
CUST_001086,36,East,Standard,68.89,23,37.89,0,2,1
CUST_001087,23,South,Standard,70.73,22,23.5,1,0,0
CUST_001088,21,North,Standard,53.47,3,36.94,1,1,1
CUST_001089,49,Central,Basic,23.48,72,51.79,0,0,0
CUST_001090,37,North,Standard,45.58,30,47.05,1,0,0
CUST_001091,33,West,Standard,64.49,43,37.65,1,0,0
CUST_001092,41,East,Basic,33.18,25,28.07,0,0,0
CUST_001093,51,East,Basic,30.39,14,46.31,0,0,0
CUST_001094,43,South,Basic,23.77,37,41.84,0,0,1
CUST_001095,32,North,Basic,29.45,5,25.41,1,1,1
CUST_001096,57,East,Premium,100.82,31,116.28,2,0,0
CUST_001097,62,West,Basic,33.81,37,19.25,0,1,0
CUST_001098,47,South,Standard,61.26,19,94.2,1,2,0
CUST_001099,54,East,Standard,63.22,29,56.78,0,1,0
CUST_001100,57,East,Basic,29.28,3,11.19,2,1,1
CUST_001101,56,South,Standard,65.81,30,23.24,1,0,1
CUST_001102,49,East,Basic,33.06,16,31.48,0,0,0
CUST_001103,49,North,Standard,53.97,29,14.12,1,0,0
CUST_001104,48,East,Basic,36.85,20,41.82,0,0,0
CUST_001105,27,North,Basic,36.03,20,26.97,0,0,0
CUST_001106,50,East,Basic,32.23,29,43.4,1,0,0
CUST_001107,23,South,Standard,61.3,16,45.8,1,0,0
CUST_001108,31,East,Standard,68.19,19,28.28,0,2,1
CUST_001109,58,East,Standard,51.73,65,23.56,2,1,0
CUST_001110,52,Central,Basic,36.11,45,8.92,2,1,1
CUST_001111,60,East,Premium,97.52,17,113.11,1,1,0
CUST_001112,37,West,Basic,35.38,20,38.48,2,1,0
CUST_001113,26,South,Standard,60.5,13,15.69,1,0,0
CUST_001114,38,South,Standard,53.69,16,30.54,1,0,0
CUST_001115,42,North,Standard,57.42,16,54.11,0,2,0
CUST_001116,42,East,Basic,35.01,22,29.25,3,0,0
CUST_001117,56,West,Standard,58.85,3,11.9,3,0,1
CUST_001118,36,West,Standard,56.79,15,47.07,0,0,0
CUST_001119,46,East,Basic,26.76,13,11.74,0,1,1
CUST_001120,28,West,Standard,63.11,49,52.1,1,0,0
CUST_001121,47,South,Basic,38.65,20,34.56,0,0,0
CUST_001122,41,North,Standard,49.2,24,32.32,0,0,0
CUST_001123,31,West,Standard,73.9,15,30.23,0,1,0
CUST_001124,38,North,Standard,60.92,20,27.65,1,0,0
CUST_001125,39,North,Standard,62.8,16,44.06,2,0,0
CUST_001126,37,Central,Basic,27.72,22,14.59,1,0,1
CUST_001127,64,Central,Standard,59.88,29,24.5,0,0,0
CUST_001128,40,West,Basic,30.86,7,54.91,0,0,0
CUST_001129,38,East,Standard,54.65,31,91.51,0,0,0
CUST_001130,18,West,Standard,55.87,10,27.94,0,0,0
CUST_001131,29,South,Standard,65.82,66,35.57,1,0,0
CUST_001132,38,East,Basic,22.14,22,15.95,2,1,0
CUST_001133,32,South,Basic,32.11,24,19.03,0,0,0
CUST_001134,59,Central,Standard,58.05,25,10.16,1,0,0
CUST_001135,39,Central,Basic,25.1,21,11.34,0,0,0
CUST_001136,58,West,Basic,39.76,12,21.13,1,0,0
CUST_001137,42,North,Basic,25.13,24,45.86,0,1,0
CUST_001138,41,East,Standard,54.25,23,32.22,0,0,0
CUST_001139,40,South,Basic,28.97,11,54.06,1,1,0
CUST_001140,41,Central,Standard,56.06,7,22.06,1,0,0
CUST_001141,63,North,Premium,99.93,37,68.8,0,0,0
CUST_001142,18,North,Standard,60.68,15,105.85,2,0,1
CUST_001143,18,West,Basic,31.07,18,33.76,0,0,0
CUST_001144,34,East,Basic,29.28,23,8.75,2,1,1
CUST_001145,41,West,Basic,26.39,12,7.0,3,0,0
CUST_001146,50,North,Standard,63.12,25,13.67,2,0,1
CUST_001147,47,West,Standard,59.34,19,20.3,0,0,0
CUST_001148,36,North,Basic,27.42,20,43.62,0,0,1
CUST_001149,54,North,Basic,37.3,42,22.5,0,0,0
CUST_001150,54,East,Basic,29.29,23,50.36,0,1,1
CUST_001151,43,South,Basic,35.36,17,19.25,0,0,0
CUST_001152,54,East,Premium,106.03,9,121.11,1,1,0
CUST_001153,45,North,Basic,36.34,25,57.7,0,1,0
CUST_001154,34,North,Basic,33.36,36,21.64,1,1,0
CUST_001155,50,West,Basic,29.9,18,16.32,2,0,0
CUST_001156,42,South,Basic,29.58,36,58.09,1,0,0
CUST_001157,41,West,Basic,28.68,25,15.05,0,0,0
CUST_001158,60,West,Basic,19.07,21,20.31,0,1,0
CUST_001159,18,North,Basic,33.49,27,14.91,0,2,1
CUST_001160,23,West,Basic,31.12,7,29.49,0,0,1
CUST_001161,26,South,Standard,64.03,15,59.63,2,1,1
CUST_001162,36,East,Standard,59.31,16,24.14,2,0,0
CUST_001163,38,North,Basic,33.22,18,45.76,2,0,0
CUST_001164,21,West,Premium,93.01,59,44.78,0,3,0
CUST_001165,28,East,Basic,24.05,22,14.37,1,0,1
CUST_001166,30,East,Premium,87.52,6,25.25,0,0,0
CUST_001167,73,Central,Premium,99.23,13,13.35,3,2,0
CUST_001168,64,South,Basic,26.04,20,13.68,0,0,0
CUST_001169,36,Central,Basic,25.38,22,66.98,0,3,0
CUST_001170,36,West,Premium,101.57,1,37.26,0,0,0
CUST_001171,26,Central,Basic,27.77,28,27.81,0,0,0
CUST_001172,18,Central,Basic,22.73,29,29.93,0,0,0
CUST_001173,39,Central,Standard,72.62,9,17.09,0,1,0
CUST_001174,28,North,Standard,59.71,36,25.98,0,0,0
CUST_001175,40,West,Premium,94.48,18,45.58,0,1,0
CUST_001176,20,West,Standard,56.55,10,9.39,3,0,1
CUST_001177,31,West,Premium,99.03,8,7.17,0,1,0
CUST_001178,43,South,Standard,59.02,28,22.97,1,0,0
CUST_001179,46,Central,Standard,66.41,14,19.44,2,1,0
CUST_001180,46,South,Standard,59.5,24,63.14,2,1,0
CUST_001181,24,East,Premium,109.18,8,19.73,0,0,0
CUST_001182,52,East,Premium,97.74,16,45.9,1,0,1
CUST_001183,31,North,Premium,102.03,27,24.01,0,0,0
CUST_001184,49,West,Standard,65.01,41,39.14,1,1,0
CUST_001185,41,North,Standard,65.88,44,35.41,1,0,0
CUST_001186,23,West,Basic,36.46,41,61.63,1,0,0
CUST_001187,37,Central,Premium,98.54,72,20.93,1,0,0
CUST_001188,46,South,Basic,29.87,24,16.12,2,0,0
CUST_001189,49,West,Basic,17.5,8,95.58,1,1,0
CUST_001190,39,North,Basic,28.92,13,49.68,0,1,0
CUST_001191,61,Central,Standard,65.36,43,24.02,1,0,0
CUST_001192,54,Central,Standard,64.38,12,17.09,1,0,0
CUST_001193,38,North,Basic,29.47,1,11.91,2,0,0
CUST_001194,51,West,Basic,38.4,17,49.06,0,0,0
CUST_001195,66,East,Basic,27.98,35,19.07,1,1,0
CUST_001196,66,East,Basic,26.32,13,15.59,2,1,0
CUST_001197,25,West,Basic,27.56,45,16.99,2,0,1
CUST_001198,29,East,Standard,54.29,63,43.89,0,0,0
CUST_001199,60,East,Basic,33.01,24,24.31,1,0,0
CUST_001200,27,South,Basic,31.34,70,51.02,1,0,0
CUST_001201,24,East,Basic,32.95,53,75.14,0,0,0
CUST_001202,35,Central,Standard,57.83,36,35.44,0,0,0
CUST_001203,46,North,Premium,99.61,26,43.63,0,0,0
CUST_001204,40,East,Basic,19.01,25,23.58,0,3,0
CUST_001205,33,South,Basic,31.78,19,29.19,0,0,0
CUST_001206,32,Central,Standard,60.39,30,10.12,3,0,1
CUST_001207,32,East,Basic,24.4,3,30.96,1,0,0
CUST_001208,30,East,Standard,59.38,55,52.34,0,1,0
CUST_001209,71,South,Premium,98.61,71,19.14,1,0,0
CUST_001210,45,East,Standard,68.72,3,76.33,0,0,0
CUST_001211,53,Central,Premium,94.59,34,26.78,0,0,0
CUST_001212,35,East,Basic,31.56,52,58.24,0,1,0
CUST_001213,39,East,Basic,24.45,22,39.42,0,0,0
CUST_001214,32,West,Basic,27.11,18,12.96,1,0,0
CUST_001215,18,East,Basic,31.28,16,48.25,0,0,0
CUST_001216,23,East,Basic,28.84,13,26.31,0,0,0
CUST_001217,18,South,Standard,59.87,25,41.68,0,1,0
CUST_001218,18,North,Standard,61.56,45,27.49,0,0,0
CUST_001219,25,West,Basic,27.43,4,22.95,0,0,0
CUST_001220,58,Central,Standard,64.32,9,9.35,2,0,1
CUST_001221,40,Central,Basic,28.37,13,35.83,0,0,0
CUST_001222,58,Central,Basic,29.41,5,24.74,1,0,1
CUST_001223,46,East,Basic,31.71,32,32.59,0,1,0
CUST_001224,51,South,Standard,61.04,29,42.32,2,1,1
CUST_001225,29,West,Standard,63.12,37,40.59,1,0,0
CUST_001226,48,Central,Standard,61.48,2,41.16,0,1,0
CUST_001227,50,West,Basic,32.25,34,10.27,1,1,1
CUST_001228,34,East,Basic,28.27,44,24.26,0,0,0
CUST_001229,48,West,Premium,94.56,32,17.64,0,1,0
CUST_001230,48,West,Basic,22.76,21,6.17,3,0,1
CUST_001231,34,Central,Basic,21.55,19,34.85,2,1,0
CUST_001232,26,West,Basic,38.71,27,74.34,0,0,0
CUST_001233,26,East,Basic,18.84,25,7.08,2,0,0
CUST_001234,42,South,Standard,65.87,13,41.97,0,1,1
CUST_001235,45,East,Basic,25.8,3,19.64,1,0,0
CUST_001236,31,South,Standard,65.83,14,28.5,0,1,0
CUST_001237,41,Central,Premium,88.89,66,49.88,2,1,0
CUST_001238,48,East,Basic,28.72,3,30.99,0,0,0
CUST_001239,49,East,Basic,37.17,25,23.9,0,0,0
CUST_001240,61,South,Standard,63.47,56,23.29,1,0,0
CUST_001241,58,West,Standard,58.21,38,39.78,1,0,0
CUST_001242,28,East,Premium,90.19,42,9.73,0,0,0
CUST_001243,63,North,Basic,23.29,39,36.75,0,0,0
CUST_001244,34,Central,Standard,66.85,6,23.55,0,1,0
CUST_001245,55,South,Premium,98.16,50,75.25,2,0,0
CUST_001246,42,East,Basic,29.54,54,27.29,1,0,0
CUST_001247,36,South,Standard,61.32,7,59.98,1,0,0
CUST_001248,18,East,Standard,53.39,15,16.52,3,0,1
CUST_001249,39,West,Standard,61.94,23,16.88,2,0,0
CUST_001250,21,Central,Basic,27.8,16,16.79,0,0,1
CUST_001251,54,North,Basic,31.37,12,58.77,2,1,0
CUST_001252,61,Central,Basic,27.01,12,24.88,0,0,0
CUST_001253,31,West,Premium,92.03,34,26.21,0,0,0
CUST_001254,45,South,Basic,27.76,41,34.01,0,0,0
CUST_001255,32,South,Basic,33.1,12,16.76,1,0,0
CUST_001256,33,South,Premium,101.87,41,45.51,1,0,0
CUST_001257,51,Central,Basic,30.05,16,25.39,1,0,1
CUST_001258,40,South,Standard,64.39,8,19.88,1,0,0
CUST_001259,64,East,Basic,28.88,27,27.42,0,0,0
CUST_001260,35,West,Standard,60.18,22,31.36,0,0,0
CUST_001261,54,Central,Basic,27.5,27,42.74,2,0,0
CUST_001262,42,West,Standard,64.68,27,15.08,0,0,0
CUST_001263,51,West,Standard,61.36,25,24.37,2,0,0
CUST_001264,35,South,Basic,27.12,20,30.39,0,1,0
CUST_001265,40,Central,Basic,22.45,40,17.43,2,0,1
CUST_001266,39,South,Basic,35.42,33,24.85,0,1,0
CUST_001267,30,North,Standard,56.18,16,20.84,0,0,0
CUST_001268,50,Central,Basic,30.26,16,21.13,0,0,0
CUST_001269,49,South,Basic,41.66,5,12.23,2,0,0
CUST_001270,49,North,Basic,33.91,6,71.78,2,0,0
CUST_001271,61,West,Standard,67.96,19,8.28,3,1,0
CUST_001272,60,South,Standard,57.21,37,21.97,0,1,0
CUST_001273,36,North,Basic,35.25,11,25.24,2,0,0
CUST_001274,46,East,Premium,100.03,34,36.14,0,0,0
CUST_001275,33,West,Standard,61.73,25,58.76,0,0,0
CUST_001276,41,West,Premium,110.0,11,15.08,1,0,1
CUST_001277,33,North,Standard,58.51,22,11.52,1,0,1
CUST_001278,62,East,Basic,30.0,22,20.41,0,0,0
CUST_001279,46,West,Premium,95.38,12,34.58,0,1,0
CUST_001280,38,North,Standard,64.34,32,26.63,0,0,0
CUST_001281,57,South,Standard,57.1,39,52.02,0,1,0
CUST_001282,18,North,Basic,35.01,17,13.18,1,1,0
CUST_001283,18,East,Basic,21.65,8,17.23,0,0,0
CUST_001284,51,South,Standard,62.64,41,42.27,1,0,0
CUST_001285,42,West,Basic,26.68,6,24.76,0,0,1
CUST_001286,44,Central,Standard,63.55,26,59.43,1,1,0
CUST_001287,24,South,Basic,29.83,11,25.55,1,1,0
CUST_001288,41,West,Standard,57.22,8,12.47,1,0,0
CUST_001289,67,South,Basic,27.97,14,46.19,1,0,0
CUST_001290,52,North,Basic,25.65,22,44.53,2,0,0
CUST_001291,43,West,Basic,34.09,9,31.51,0,1,0
CUST_001292,35,East,Standard,54.66,7,93.06,0,0,0
CUST_001293,36,Central,Standard,58.56,4,29.53,0,0,0
CUST_001294,18,East,Premium,101.63,56,39.38,1,0,0
CUST_001295,44,North,Standard,67.97,28,51.39,0,0,0
CUST_001296,52,East,Standard,59.85,11,34.82,0,0,0
CUST_001297,21,South,Standard,58.69,28,33.71,1,2,0
CUST_001298,32,Central,Standard,61.27,22,11.37,1,1,1
CUST_001299,26,West,Premium,89.53,34,15.79,2,1,1
CUST_001300,28,South,Standard,53.91,18,13.0,2,1,0
CUST_001301,42,East,Basic,28.02,38,22.58,1,0,0
CUST_001302,18,West,Standard,56.34,13,59.35,2,0,0
CUST_001303,49,West,Basic,21.9,24,66.66,1,0,0
CUST_001304,51,North,Basic,34.19,37,56.16,0,0,0
CUST_001305,38,North,Standard,61.2,25,67.0,0,1,0
CUST_001306,18,North,Premium,100.6,67,21.34,1,0,0
CUST_001307,28,East,Basic,26.43,34,27.45,0,2,0
CUST_001308,57,East,Basic,30.3,28,15.22,0,0,0
CUST_001309,18,North,Premium,102.47,16,43.26,0,0,0
CUST_001310,36,East,Basic,28.58,25,22.7,0,1,0
CUST_001311,26,East,Basic,32.12,46,10.65,1,0,0
CUST_001312,51,North,Standard,55.92,15,39.6,0,0,0
CUST_001313,32,Central,Premium,100.39,10,21.88,0,1,1
CUST_001314,46,East,Standard,65.61,15,28.51,1,3,0
CUST_001315,48,East,Standard,66.06,14,21.91,0,0,0
CUST_001316,65,East,Basic,36.54,31,37.91,0,0,0
CUST_001317,38,South,Basic,31.33,62,29.79,0,1,0
CUST_001318,46,Central,Standard,60.06,6,28.74,0,0,1
CUST_001319,22,East,Premium,97.66,22,74.81,2,1,0
CUST_001320,56,East,Basic,20.86,9,18.95,1,0,0
CUST_001321,31,Central,Basic,23.18,27,34.19,0,0,0
CUST_001322,34,West,Basic,29.06,29,21.61,1,0,0
CUST_001323,41,West,Basic,29.36,14,89.52,0,0,0
CUST_001324,21,South,Basic,36.96,31,48.67,0,0,0
CUST_001325,44,North,Basic,36.47,12,62.79,0,0,0
CUST_001326,54,West,Standard,56.47,12,32.1,0,0,1
CUST_001327,45,East,Basic,33.99,11,47.81,0,0,1
CUST_001328,20,West,Standard,57.51,15,15.01,1,0,1
CUST_001329,39,West,Standard,63.31,21,14.42,2,0,0
CUST_001330,51,South,Premium,103.93,19,31.71,1,1,0
CUST_001331,18,South,Premium,106.11,24,43.77,3,0,0
CUST_001332,27,East,Basic,27.44,30,52.61,1,0,0
CUST_001333,52,South,Basic,34.97,24,28.09,2,0,0
CUST_001334,45,West,Standard,50.54,55,27.87,0,0,0
CUST_001335,46,West,Basic,36.38,22,41.64,0,0,0
CUST_001336,65,East,Basic,29.77,35,62.66,1,0,0
CUST_001337,47,West,Basic,29.88,5,40.63,1,0,0
CUST_001338,50,East,Premium,89.71,24,47.89,2,0,0
CUST_001339,76,West,Basic,27.96,19,48.79,2,0,0
CUST_001340,38,South,Standard,66.68,18,54.33,0,0,1
CUST_001341,31,West,Basic,27.77,45,43.59,1,0,0
CUST_001342,47,West,Standard,63.47,69,55.96,0,1,0
CUST_001343,47,South,Basic,30.07,31,33.07,0,0,0
CUST_001344,34,East,Premium,105.21,4,92.26,1,0,0
CUST_001345,28,Central,Standard,60.86,14,13.57,1,0,0
CUST_001346,71,South,Basic,25.24,6,36.12,0,0,0
CUST_001347,45,West,Basic,30.18,23,18.9,0,0,0
CUST_001348,31,Central,Standard,67.91,28,36.2,0,0,0
CUST_001349,53,Central,Standard,62.39,5,12.83,0,2,0
CUST_001350,40,East,Basic,29.32,50,22.33,0,1,0
CUST_001351,38,East,Basic,41.18,8,21.6,0,0,0
CUST_001352,48,Central,Basic,35.7,27,36.34,0,0,0
CUST_001353,24,East,Basic,33.98,50,21.28,0,0,0
CUST_001354,46,North,Basic,31.49,23,24.95,0,0,1
CUST_001355,66,North,Basic,33.55,12,41.16,0,1,0
CUST_001356,47,West,Basic,33.71,11,51.3,0,0,1
CUST_001357,36,East,Premium,88.99,24,31.12,0,0,0
CUST_001358,34,South,Standard,61.87,35,67.36,0,0,0
CUST_001359,36,South,Premium,99.1,26,56.06,2,0,0
CUST_001360,38,West,Standard,57.4,11,64.9,1,0,0
CUST_001361,36,East,Standard,58.92,18,34.01,0,0,0
CUST_001362,53,Central,Basic,22.12,10,22.74,0,0,0
CUST_001363,18,West,Standard,50.88,10,29.89,0,0,0
CUST_001364,52,Central,Basic,36.13,9,33.56,1,1,1
CUST_001365,36,Central,Standard,62.21,16,33.29,1,0,1
CUST_001366,46,South,Premium,87.83,20,40.11,1,0,1
CUST_001367,26,West,Premium,97.02,22,55.49,0,1,0
CUST_001368,58,North,Basic,34.3,25,21.43,1,0,0
CUST_001369,57,Central,Standard,58.5,12,35.17,1,1,1
CUST_001370,53,South,Basic,36.13,20,13.18,2,0,0
CUST_001371,21,West,Basic,35.15,22,28.33,2,0,0
CUST_001372,52,Central,Basic,23.12,43,23.77,0,0,0
CUST_001373,46,North,Basic,29.18,5,21.4,1,0,0
CUST_001374,20,Central,Standard,57.66,6,14.81,2,1,0
CUST_001375,41,North,Basic,22.95,30,20.79,0,0,0
CUST_001376,46,East,Basic,22.63,32,36.34,1,0,0
CUST_001377,48,East,Premium,95.87,30,22.53,4,1,0
CUST_001378,43,East,Standard,56.7,29,11.19,2,0,0
CUST_001379,45,East,Basic,31.32,5,36.31,1,0,1
CUST_001380,60,Central,Standard,65.12,62,92.18,2,1,0
CUST_001381,57,South,Standard,62.47,40,23.05,0,0,0
CUST_001382,18,East,Standard,63.65,5,13.44,0,0,0
CUST_001383,37,Central,Standard,58.57,17,79.33,1,1,1
CUST_001384,39,West,Premium,102.92,16,10.53,0,1,1
CUST_001385,18,North,Basic,29.16,19,37.18,0,0,0
CUST_001386,42,Central,Standard,57.69,15,20.38,0,0,1
CUST_001387,57,North,Basic,39.39,8,75.42,2,0,1
CUST_001388,27,East,Premium,88.25,22,34.82,1,0,0
CUST_001389,45,East,Basic,20.53,44,20.9,3,0,0
CUST_001390,29,West,Basic,31.81,14,4.17,2,0,1
CUST_001391,32,North,Premium,98.58,25,60.47,0,0,0
CUST_001392,60,South,Standard,52.72,19,49.27,0,0,0
CUST_001393,34,West,Basic,24.63,29,56.25,0,0,0
CUST_001394,47,North,Basic,25.28,18,32.09,1,0,0
CUST_001395,18,East,Basic,34.36,13,23.14,0,1,0
CUST_001396,65,West,Premium,105.96,15,68.12,0,0,0
CUST_001397,49,West,Basic,38.1,43,22.39,0,0,0
CUST_001398,39,South,Basic,21.95,21,12.71,3,1,0
CUST_001399,48,South,Standard,53.06,21,42.77,1,0,0
CUST_001400,23,Central,Basic,22.72,42,47.97,0,0,0
CUST_001401,56,East,Basic,36.34,48,11.69,0,1,0
CUST_001402,37,North,Premium,101.99,2,39.29,0,0,0
CUST_001403,38,South,Basic,30.3,6,41.97,2,0,0
CUST_001404,35,South,Premium,101.05,35,28.29,0,0,0
CUST_001405,33,Central,Standard,59.62,22,79.49,3,0,0
CUST_001406,50,South,Basic,24.29,48,20.13,1,0,0
CUST_001407,44,North,Standard,62.47,5,20.21,0,1,1
CUST_001408,49,East,Standard,58.97,24,25.9,0,0,0
CUST_001409,41,North,Standard,53.9,30,19.02,2,0,0
CUST_001410,48,South,Standard,62.77,16,21.85,0,0,0
CUST_001411,36,Central,Basic,27.77,33,31.11,0,0,0
CUST_001412,70,West,Basic,31.04,35,17.93,0,0,0
CUST_001413,21,North,Standard,59.28,19,44.9,1,0,0
CUST_001414,57,East,Basic,34.36,19,11.58,3,0,0
CUST_001415,59,South,Basic,31.0,37,18.06,2,0,0
CUST_001416,30,North,Standard,55.48,24,80.65,0,1,0
CUST_001417,70,East,Basic,31.51,29,19.8,0,0,0
CUST_001418,54,East,Standard,61.67,24,32.86,0,0,0
CUST_001419,54,West,Standard,62.46,23,34.23,0,0,0
CUST_001420,41,Central,Premium,105.08,18,19.88,1,1,1
CUST_001421,38,South,Basic,26.82,30,18.83,0,0,1
CUST_001422,38,Central,Basic,33.24,11,32.91,0,0,0
CUST_001423,46,East,Premium,91.28,5,23.32,1,1,0
CUST_001424,59,South,Basic,29.3,21,18.82,0,0,0
CUST_001425,43,Central,Standard,58.53,48,21.44,1,0,0
CUST_001426,29,North,Standard,67.14,24,65.01,0,0,1
CUST_001427,52,East,Basic,29.12,17,48.77,1,0,1
CUST_001428,53,West,Basic,32.94,16,30.18,1,0,0
CUST_001429,50,South,Standard,51.09,15,28.63,0,0,0
CUST_001430,51,Central,Basic,28.14,1,27.02,0,0,0
CUST_001431,37,South,Premium,95.67,44,48.88,1,0,0
CUST_001432,29,West,Standard,72.28,14,40.63,0,1,0
CUST_001433,30,North,Basic,26.57,21,19.55,0,1,1
CUST_001434,20,North,Standard,60.27,17,25.81,0,0,0
CUST_001435,44,East,Basic,30.53,12,20.32,2,1,0
CUST_001436,40,Central,Basic,21.95,45,32.81,0,0,0
CUST_001437,35,North,Premium,97.27,9,71.79,1,0,0
CUST_001438,18,Central,Standard,61.92,31,32.97,0,0,1
CUST_001439,25,South,Standard,60.33,6,31.95,0,1,1
CUST_001440,56,East,Premium,88.4,19,22.76,0,0,0
CUST_001441,32,South,Standard,57.07,41,12.7,1,0,0
CUST_001442,46,North,Basic,35.0,14,21.51,0,0,1
CUST_001443,23,Central,Basic,32.84,29,40.3,1,0,1
CUST_001444,60,East,Basic,35.99,14,16.65,2,0,0
CUST_001445,39,West,Basic,24.97,16,8.96,0,1,0
CUST_001446,45,East,Standard,66.3,34,42.98,3,0,0
CUST_001447,71,East,Standard,59.68,30,40.58,1,0,0
CUST_001448,61,West,Basic,37.86,49,20.42,0,0,0
CUST_001449,37,Central,Standard,59.92,14,20.37,0,1,0
CUST_001450,33,West,Premium,89.66,26,31.92,1,0,0
CUST_001451,37,East,Premium,104.15,22,27.78,1,0,0
CUST_001452,48,West,Basic,27.68,27,61.67,1,1,0
CUST_001453,40,East,Premium,98.02,39,31.41,2,1,0
CUST_001454,36,East,Standard,52.63,12,37.2,1,0,0
CUST_001455,60,West,Basic,38.01,25,25.59,0,0,0
CUST_001456,40,East,Basic,27.29,45,34.32,0,0,0
CUST_001457,71,West,Basic,37.78,22,20.48,3,0,0
CUST_001458,42,Central,Standard,57.74,34,23.35,0,0,0
CUST_001459,64,Central,Standard,55.26,4,29.84,0,0,0
CUST_001460,46,West,Standard,66.5,22,21.34,1,0,0
CUST_001461,54,East,Standard,59.53,15,25.09,0,0,0
CUST_001462,32,West,Basic,29.58,29,39.38,2,0,1
CUST_001463,30,South,Basic,23.49,25,50.76,0,0,1
CUST_001464,47,East,Premium,97.61,11,97.2,1,0,0
CUST_001465,54,South,Premium,102.04,6,48.33,0,2,1
CUST_001466,42,North,Standard,53.4,64,37.97,0,1,0
CUST_001467,24,Central,Basic,27.2,27,16.9,0,0,1
